(57.055, 54.008)
(200.679, 152.672)
(188.445, 182.232)
(147.534, 136.813)
(172.482, 136.372)
(231.81, 125.924)
(70.616, 159.625)
(196.87, 189.437)
(87.153, 52.544)
(70.906, 56.91)
(74.233, 73.638)
(154.382, 152.283)
(214.032, 304.592)
(10.482, 20.476)
(140.126, 137.892)
(214.891, 280.682)
(159.921, 36.612)
(167.739, 104.58)
(228.595, 321.715)
(65.12, 63.938)
(175.419, 170.381)
(267.121, 155.146)
(329.312, 62.807)
(69.059, 23.548)
(186.252, 176.661)
(226.765, 161.191)
(139.273, 71.053)
(131.577, 129.813)
(131.331, 128.489)
(91.468, 14.915)
(190.384, 162.235)
(324.798, 437.638)
(140.917, 133.303)
(101.409, 23.636)
(227.131, 170.162)
(77.013, 74.059)
(248.524, 232.885)
(76.708, 74.65)
(130.34, 68.824)
(271.046, 258.556)
(266.533, 247.375)
(53.789, 54.639)
(77.114, 145.874)
(75.248, 71.611)
(163.158, 116.485)
(27.198, 25.377)
(352.772, 475.768)
(174.926, 155.498)
(153.449, 122.563)
(201.124, 158.238)
(196.351, 193.407)
(198.684, 133.536)
(236.63, 303.273)
(23.906, 20.537)
(74.964, 73.255)
(129.08, 59.094)
(128.594, 130.862)
(175.817, 107.145)
(194.987, 94.205)
(262.923, 146.798)
(157.249, 79.658)
(336.558, 461.082)
(139.674, 71.532)
(266.05, 147.077)
(142.944, 149.426)
(196.856, 91.176)
(231.95, 164.633)
(120.308, 55.402)
(197.421, 286.62)
(246.287, 147.445)
(160.315, 81.079)
(133.441, 69.504)
(268.557, 245.827)
(117.816, 130.126)
(138.639, 142.709)
(135.967, 70.563)
(134.002, 68.369)
(192.515, 180.142)
(203.222, 198.036)
(203.82, 167.067)
(128.082, 75.262)
(265.884, 231.065)
(166.459, 161.054)
(200.867, 93.063)
(194.301, 194.85)
(252.484, 251.989)
(127.839, 119.901)
(164.497, 145.413)
(220.975, 202.797)
(52.051, 55.1)
(148.71, 70.445)
(62.4, 59.855)
(141.971, 123.773)
(277.067, 91.087)
(190.395, 144.591)
(114.387, 129.088)
(176.319, 180.946)
(333.989, 439.151)
(131.753, 36.581)
