(411.925, 557.747)
(68.771, 45.17)
(97.755, 120.371)
(81.751, 72.973)
(94.389, 53.557)
(80.698, 89.418)
(181.528, 204.758)
(95.948, 44.057)
(96.152, 118.379)
(70.46, 44.623)
(45.346, 24.136)
(155.904, 133.629)
(39.059, 14.668)
(1784.877, 1949.239)
(45.945, 40.177)
(138.006, 173.498)
(65.72, 55.879)
(89.298, 56.634)
(108.824, 119.135)
(117.563, 97.084)
(33.416, 20.84)
(492.187, 587.689)
(816.348, 1014.952)
(73.074, 64.205)
(135.62, 134.485)
(1475.497, 1666.356)
(54.623, 73.734)
(121.625, 178.637)
(232.301, 505.505)
(54.711, 53.5)
(642.428, 761.662)
(79.861, 97.84)
(128.257, 159.981)
(36.757, 13.401)
(131.366, 278.07)
(80.165, 136.033)
(148.406, 195.293)
(129.651, 136.809)
(88.604, 122.105)
(92.262, 83.728)
(250.151, 324.611)
(106.781, 187.888)
(4303.108, 4708.076)
(197.699, 236.051)
(237.946, 119.709)
(114.479, 269.365)
(280.802, 351.418)
(356.28, 421.45)
(67.35, 49.056)
(40.307, 23.274)
(138.878, 150.24)
(99.044, 79.052)
(133.745, 139.601)
(594.429, 795.042)
(82.682, 64.572)
(79.89, 44.324)
(142.453, 255.602)
(90.446, 84.53)
(118.233, 251.563)
(135.753, 144.371)
(82.111, 52.802)
(1411.31, 1681.657)
(128.669, 148.403)
(97.966, 111.733)
(268.417, 141.289)
(136.823, 246.375)
(57.704, 14.594)
(196.139, 350.392)
(69.772, 43.754)
(100.895, 188.867)
(58.571, 49.811)
(384.314, 481.399)
(238.623, 119.922)
(36.677, 13.228)
(493.525, 594.969)
(184.592, 300.853)
(34.856, 13.402)
(1642.681, 1492.885)
(109.358, 124.331)
(55.705, 14.819)
(120.91, 271.467)
(82.9, 44.014)
(247.813, 222.562)
(104.791, 98.683)
(394.127, 509.771)
(209.321, 276.406)
(41.064, 25.165)
(226.534, 491.574)
(138.036, 129.711)
(165.311, 264.6)
(124.141, 147.894)
(95.595, 205.257)
(79.54, 106.169)
(179.446, 295.815)
(588.096, 794.81)
(852.486, 1287.574)
(100.062, 93.637)
