(143.472, 176.175)
(231.151, 771.902)
(370.081, 543.857)
(211.476, 444.226)
(340.974, 517.521)
(333.01, 537.621)
(366.731, 779.812)
(299.105, 403.307)
(149.35, 208.643)
(146.439, 186.399)
(130.497, 159.16)
(287.964, 888.009)
(449.594, 1731.883)
(119.897, 11.424)
(219.44, 381.139)
(976.829, 1757.676)
(236.083, 62.624)
(354.075, 517.721)
(305.431, 1590.043)
(154.807, 177.039)
(322.013, 511.57)
(529.139, 932.24)
(65.165, 241.957)
(49.363, 22.22)
(317.747, 511.12)
(344.043, 598.644)
(172.472, 225.412)
(317.899, 504.056)
(329.404, 524.251)
(64.521, 23.576)
(357.766, 883.775)
(453.959, 1854.904)
(331.766, 520.202)
(63.295, 21.152)
(32.951, 33.045)
(146.282, 180.254)
(38.222, 37.25)
(1137.15, 155.064)
(185.779, 231.617)
(356.897, 908.762)
(358.381, 944.16)
(24.962, 146.274)
(454.851, 688.902)
(163.543, 175.678)
(36.114, 369.597)
(68.526, 35.228)
(441.023, 1666.832)
(38.995, 34.42)
(344.73, 628.941)
(330.397, 477.995)
(294.708, 410.692)
(323.884, 505.531)
(410.265, 1328.8)
(70.17, 22.58)
(145.273, 180.285)
(26.941, 146.766)
(329.266, 541.423)
(310.08, 549.637)
(277.707, 226.836)
(80.669, 122.122)
(275.579, 236.656)
(447.892, 1690.748)
(175.847, 225.424)
(413.715, 732.517)
(290.826, 621.842)
(197.872, 194.822)
(320.55, 517.451)
(88.803, 154.102)
(854.996, 1815.507)
(438.489, 707.758)
(177.019, 230.4)
(180.164, 226.595)
(399.613, 692.746)
(290.143, 403.252)
(327.777, 563.399)
(207.15, 209.698)
(275.797, 235.888)
(330.217, 518.57)
(334.05, 494.497)
(439.37, 956.088)
(182.731, 232.205)
(361.03, 720.63)
(40.961, 404.013)
(272.856, 226.571)
(241.726, 429.115)
(330.601, 517.28)
(30.072, 751.586)
(320.814, 501.507)
(419.879, 721.363)
(360.117, 902.657)
(142.319, 208.156)
(277.839, 235.711)
(158.714, 170.899)
(324.397, 515.163)
(244.395, 419.563)
(214.596, 435.905)
(335.556, 494.392)
(440.294, 858.87)
(142.508, 1456.688)
(103.583, 60.605)
