(2075.209, 6490.344)
(990.738, 12554.365)
(153.444, 12576.861)
(251.379, 5245.959)
(153.17, 13467.139)
(1387.183, 5793.903)
(1484.321, 13104.039)
(1290.594, 12582.264)
(184.401, 11543.582)
(1061.024, 12656.141)
(154.228, 10849.864)
(1244.143, 13482.512)
(1588.048, 14768.57)
(945.994, 89.234)
(2029.779, 6011.098)
(1160.94, 6390.707)
(986.943, 6263.972)
(1963.498, 5889.489)
(1927.871, 5930.558)
(184.501, 5858.509)
(977.23, 5671.723)
(1295.226, 12842.407)
(180.357, 5944.197)
(1416.034, 2652.234)
(1953.283, 5831.817)
(2182.264, 12624.614)
(1029.376, 12533.726)
(2140.279, 13193.992)
(974.873, 5991.884)
(739.11, 90.853)
(1989.162, 6105.997)
(173.045, 6122.366)
(997.625, 5657.09)
(1187.842, 6062.324)
(765.067, 201.251)
(294.785, 12619.159)
(2040.131, 12988.479)
(2000.612, 5996.699)
(151.847, 12627.287)
(1581.513, 12949.589)
(150.95, 97.067)
(1014.941, 12710.376)
(187.12, 13142.737)
(180.359, 12493.526)
(137.096, 5892.292)
(183.059, 6534.987)
(779.839, 11556.675)
(175.931, 6113.287)
(154.22, 6001.779)
(1406.589, 209.917)
(557.766, 98.624)
(1949.658, 6557.938)
(747.524, 5584.061)
(1962.696, 2581.538)
(182.692, 617.711)
(153.072, 215.717)
(1017.773, 5709.199)
(154.292, 12809.28)
(186.222, 12576.35)
(2038.91, 13191.02)
(1008.802, 12617.56)
(1027.013, 6348.246)
(2097.74, 12657.635)
(209.058, 13041.63)
(136.454, 5678.076)
(151.237, 10822.404)
(148.64, 101.661)
(179.876, 12748.272)
(997.939, 5932.901)
(2055.89, 13525.74)
(1179.186, 223.054)
(2126.308, 12762.293)
(1037.589, 12638.271)
(206.19, 12554.485)
(2057.665, 13615.327)
(2008.295, 6006.415)
(285.711, 12583.161)
(2037.923, 6449.956)
(2073.62, 5724.258)
(1207.433, 5831.425)
(1248.708, 11813.235)
(254.599, 96.488)
(150.538, 12516.006)
(151.193, 13463.207)
(182.971, 12722.844)
(168.606, 12647.153)
(1331.228, 6119.518)
(1207.694, 6056.663)
(2014.782, 5789.354)
(1066.375, 5856.724)
(2086.581, 13411.155)
(1257.083, 12523.719)
(262.397, 12587.229)
(148.713, 6039.126)
(2366.954, 13529.733)
(1213.325, 5940.034)
(151.375, 13197.447)
(934.418, 12843.8)
(984.24, 12515.522)
(735.715, 229.635)
