(54.907, 51.67)
(874.58, 2343.959)
(1669.153, 5456.198)
(140.428, 124.672)
(1043.224, 698.056)
(1974.275, 13317.473)
(2225.371, 2305.123)
(619.508, 1117.751)
(995.458, 1700.434)
(1540.605, 5234.442)
(532.006, 707.055)
(1882.209, 2214.164)
(3324.58, 37042.342)
(102.005, 16.284)
(879.512, 2261.974)
(393.216, 369.693)
(1004.773, 705.82)
(1314.097, 5127.999)
(624.333, 418.443)
(62.307, 59.517)
(1425.672, 3319.743)
(2229.175, 19742.732)
(263.677, 322.522)
(602.076, 52.656)
(141.692, 140.784)
(107.7, 114.188)
(3128.04, 9535.962)
(155.683, 155.73)
(19.299, 15.854)
(3250.653, 19895.151)
(257.476, 253.555)
(128.527, 124.941)
(621.024, 51.66)
(35.473, 36.282)
(1516.909, 4426.754)
(37.222, 38.572)
(1031.964, 586.973)
(1433.195, 5938.293)
(2231.531, 19771.772)
(2291.98, 20177.928)
(27.023, 55.571)
(1351.852, 2895.631)
(826.549, 805.273)
(211.179, 203.797)
(689.767, 339.928)
(1276.54, 3813.311)
(163.452, 160.806)
(108.396, 107.201)
(1817.743, 4921.363)
(768.286, 1676.78)
(1316.982, 2305.058)
(4493.894, 25900.59)
(623.203, 88.999)
(1109.224, 2313.935)
(27.121, 65.976)
(2130.196, 8772.946)
(4261.942, 16915.839)
(1654.159, 7931.569)
(343.921, 377.453)
(91.953, 73.631)
(2097.038, 15963.957)
(336.747, 81.965)
(1145.984, 979.354)
(915.585, 2382.546)
(691.813, 758.185)
(1427.939, 4899.561)
(326.072, 301.546)
(1427.41, 5854.288)
(186.452, 179.964)
(114.458, 110.716)
(637.586, 1114.131)
(3273.305, 30246.646)
(706.677, 1233.962)
(1764.509, 4029.243)
(677.861, 1494.861)
(1318.256, 4174.481)
(1500.176, 3245.408)
(1904.255, 5234.236)
(2450.227, 22268.645)
(94.076, 67.375)
(4183.534, 24076.79)
(39.914, 139.235)
(1314.757, 4172.587)
(1704.421, 5234.053)
(1610.768, 3539.316)
(30.408, 150.897)
(1522.062, 3491.613)
(2247.694, 16166.613)
(141.142, 147.742)
(1150.21, 2695.168)
(102.166, 62.55)
(386.696, 556.655)
(1118.968, 1366.127)
(1840.838, 11087.233)
(124.871, 126.807)
(1413.873, 3061.411)
(732.209, 1301.56)
(59.242, 29.976)
